ThicknessIdx,SampleID,SNR_total_median_dB,SNR_total_mean_dB,SNR_excess_median_dB,BuriedFraction,NoiseFloor_RMS_V,N_Events,Thickness
1,150,-0.024857745293198,0.0188768078397453,-15.3164907395666,0.5625,0.00123304008479409,16,2 mm
1,151,-0.0333954053171967,-0.0202937472641633,-14.9268086938212,0.533333333333333,0.00123398043298196,15,2 mm
1,152,0.0170094925277248,0.0425700517185018,-15.7159313185318,0.35,0.00123375882002584,20,2 mm
1,153,-0.0959762138458089,-0.0818561659736741,-18.4531451192216,0.714285714285714,0.0012361015974947,14,2 mm
1,154,-0.0201608849414507,-0.0161642203866432,-15.4900765008263,0.555555555555556,0.00123513246164345,18,2 mm
1,155,-0.0108082853274269,0.0042934018211078,-16.3077147462735,0.523809523809524,0.00123486624003972,21,2 mm
1,156,0.0190681868149607,0.0286723935530692,-15.3903760296014,0.470588235294118,0.00123492708203738,17,2 mm
1,157,-0.00926319000617523,-0.00258849914997717,-14.5419485211303,0.555555555555556,0.00123675322356763,9,2 mm
1,158,-0.0473757719922157,0.0139993433758883,-15.3093442770215,0.526315789473684,0.00123447062570065,19,2 mm
1,159,0.0187662597415201,0.0380267978211872,-14.4354836003511,0.444444444444444,0.00123594923459267,18,2 mm
1,160,-0.0368282178045076,0.00149145520114463,-13.3777228206702,0.526315789473684,0.0012364428406321,19,2 mm
1,161,0.031636129049982,-0.0153684545416438,-18.5377369759791,0.411764705882353,0.00123653442880707,17,2 mm
1,162,-0.0148399796116314,-0.0118013189618553,-14.553047392353,0.526315789473684,0.00123612146094334,19,2 mm
1,163,-0.0433160909264949,-0.0334239186554262,-16.114610215202,0.6,0.00123694188268631,15,2 mm
1,164,0.0863283158749864,0.0742173344599483,-14.646894732852,0.315789473684211,0.00123643455147089,19,2 mm
1,165,0.0680807919519673,0.0152070465761522,-16.2346305198879,0.357142857142857,0.00123597169491179,14,2 mm
1,166,0.0451278879423806,0.0274212392388424,-17.8275953288671,0.375,0.00123386066810123,16,2 mm
1,167,-0.0345082149486531,-0.052595969104355,-17.0861957281609,0.65,0.0012353347134743,20,2 mm
1,168,0.00276000905117327,-0.0175608759270187,-15.6877282128457,0.5,0.00123427648056059,14,2 mm
1,169,-0.0246552678942128,0.0335986758671165,-13.6028147496644,0.666666666666667,0.00123650518279332,6,2 mm
1,170,0.0218155730315948,-0.0112956472585725,-18.023638039409,0.388888888888889,0.00123562523284476,18,2 mm
1,171,-0.0146778125166753,-0.0574924485088641,-12.5445013066404,0.615384615384615,0.00123607898094706,13,2 mm
1,172,-0.0135065423877202,-0.0830634169408273,-19.7713356335533,0.578947368421053,0.00123579706883168,19,2 mm
1,173,-0.0223559408923911,-0.024528128086705,-17.3736189734938,0.615384615384615,0.00123591363350968,13,2 mm
1,174,-0.0154670109552565,-0.0233279533814287,-17.5696478943153,0.5625,0.00123502721617418,16,2 mm
1,175,-0.00624931839164917,-0.0288371756880496,-17.4550388192248,0.571428571428571,0.00123552541369009,14,2 mm
1,176,-0.00634142059070133,0.0164983253942823,-14.8701481951767,0.5,0.00123536274340509,20,2 mm
1,177,-0.0320761254048959,-0.00400245505579296,-13.7447739004637,0.6875,0.0012353113381125,16,2 mm
1,178,0.0895607974675271,0.041713546172351,-13.9464666651726,0.388888888888889,0.00123715134660635,18,2 mm
1,179,0.0245502926429379,0.0312400908714959,-15.7964548329568,0.315789473684211,0.00123721934375484,19,2 mm
1,180,-0.0251984683461202,0.0304259195978494,-13.2995898899484,0.608695652173913,0.00123678469468747,23,2 mm
1,181,0.0568735791307664,0.00581288325517175,-16.1003739861426,0.444444444444444,0.0012358286841401,18,2 mm
1,182,0.0737209378887712,0.0612012419337513,-16.8033630219149,0.222222222222222,0.00123943178484818,9,2 mm
1,183,0.0298470315398536,0.0701138524223952,-14.9590678234023,0.333333333333333,0.001238781347515,15,2 mm
1,184,-0.0853708499332365,-0.114969405155856,-14.9584101967831,0.8,0.00123747301147869,15,2 mm
1,185,-0.101753088031809,-0.0853666715596187,-17.2537717383628,0.615384615384615,0.0012351184055774,13,2 mm
1,186,-0.0198555533876644,-0.0319778603542629,-18.1535899719061,0.5,0.00123590294623983,18,2 mm
1,187,-0.0410116822324611,-0.0043545629077317,-14.2774264501248,0.526315789473684,0.00123629796510972,19,2 mm
1,188,0.117007262214959,0.101195264799071,-13.924303703016,0.333333333333333,0.001237588955483,12,2 mm
1,189,0.0180521653965361,0.0180410542661952,-16.72473657681,0.466666666666667,0.0012366109670881,15,2 mm
1,190,-0.0686388722264304,-0.0367296983600312,-16.2651408970415,0.6,0.00123805361596738,15,2 mm
1,191,0.062191358034023,0.0270548289301795,-15.3150492338672,0.421052631578947,0.00123619160007374,19,2 mm
1,192,-0.0943694795071833,-0.0416505386304509,-15.7411724575516,0.666666666666667,0.00123841530273918,12,2 mm
1,193,-0.0604989011007015,-0.0877659635926739,-19.3983745962876,0.705882352941177,0.00123759274414017,17,2 mm
1,194,0.139230501972217,0.15430755500725,-14.3887390778294,0.111111111111111,0.00123965856807575,9,2 mm
1,195,-0.0692605283303445,-0.054726240230741,-19.5131386983958,0.666666666666667,0.00124006607549459,9,2 mm
1,196,0.00167863787444877,0.0246658152375512,-16.3727977951634,0.470588235294118,0.00123966424627697,17,2 mm
1,197,-0.118637138861375,-0.0854414800993713,-20.4552697989819,0.666666666666667,0.00123941262126484,18,2 mm
1,198,-0.0711226129052629,-0.0312195170137009,-13.4428758537503,0.642857142857143,0.00123991885348642,14,2 mm
1,199,-0.0770565800825735,-0.0269541683844816,-15.3553278771854,0.647058823529412,0.00124032260036612,17,2 mm
1,200,0.0450863140053764,0.0306472689489113,-15.0729856842057,0.388888888888889,0.00123803426901163,18,2 mm
2,1,1.94224826077031,1.90228432885344,-2.48753958912823,0,0.0015605309604832,17,4 mm
2,2,1.8392070313144,1.95522515088849,-2.77952796827482,0,0.00155743007475166,13,4 mm
2,3,1.55676306219155,1.65765070799486,-3.65400982392826,0,0.00155343947259729,17,4 mm
2,4,1.67813033772112,1.70167384177158,-3.2635364304696,0,0.00155595008552155,21,4 mm
2,5,1.93524418309799,1.96124953037646,-2.50709146184872,0,0.00155974776368009,16,4 mm
2,6,1.98761586233647,2.0178429751087,-2.38571680525616,0,0.00156200060058424,8,4 mm
2,7,1.80828318075321,1.89138692430418,-2.86971064506838,0,0.00155753695128449,15,4 mm
2,8,1.75716263434997,1.79054001046216,-3.02156642000709,0,0.00156584245257994,16,4 mm
2,9,1.84183895962552,1.85016036833055,-2.77190896512897,0,0.00157036841345174,15,4 mm
2,10,2.01641188307319,1.92891446904918,-2.28490569585756,0,0.0015661276723631,11,4 mm
2,11,2.02781909121097,1.95216754203324,-2.25469048996118,0,0.00156541484626048,12,4 mm
2,12,1.72108463258006,1.89006534265545,-3.13089662195104,0,0.00157112308159997,17,4 mm
2,13,1.65938470219209,1.71498967652172,-3.32262495844237,0,0.00156339244711316,22,4 mm
2,14,1.71424797144526,1.71288533348909,-3.15205276008263,0,0.00156403591107993,16,4 mm
2,15,1.60917338308098,1.56579477492935,-3.48382282075103,0,0.00156134331118706,18,4 mm
2,16,1.77504567428014,1.75753205584298,-2.96803793988916,0,0.00156355254237289,15,4 mm
2,17,1.58500614524536,1.77798648141416,-3.56174945726645,0,0.00156160675461345,10,4 mm
2,18,1.51941814945629,1.62480733326611,-3.77923745398504,0,0.00156584205379971,16,4 mm
2,19,1.47402686990055,1.45913721009335,-3.92613782738014,0.0714285714285714,0.00156490766115153,14,4 mm
2,20,1.57840421028265,1.53936939445967,-3.58261424257762,0,0.00156635225266237,14,4 mm
2,21,1.62316731216817,1.62210507525043,-3.43877277985505,0,0.00156742062306026,18,4 mm
2,22,1.79975872075893,1.78184795653703,-2.89478867430293,0,0.00156694407033025,17,4 mm
2,23,1.63710799118916,1.50047843597572,-3.3928328368477,0,0.00156630447670859,17,4 mm
2,24,1.58369249440861,1.57652175727619,-3.56547839225759,0,0.00156434104929508,14,4 mm
2,25,1.40900174622092,1.52319923203149,-4.16519656498037,0,0.00156536267687585,13,4 mm
2,26,1.75231263446805,1.64394421251666,-3.03686768640214,0,0.00156210156927974,16,4 mm
2,27,1.65422195292219,1.72738458865346,-3.33857803817481,0,0.00155945325261112,14,4 mm
2,28,1.72222683438405,1.84431156966396,-3.12807653307418,0,0.00156053426126513,14,4 mm
2,29,1.75422454356422,1.8790112345096,-3.03040298536337,0,0.00156279835277849,12,4 mm
2,30,1.54079745495034,1.50835715806607,-3.70859892806985,0,0.00156309447129866,16,4 mm
2,31,1.68539179201007,1.66903604333989,-3.24092010211727,0,0.00156305034354054,15,4 mm
